Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
53031.0,0.206075454303215,1.38735982061524,-1.045286987034,4.228686193690759,-1.64754917421782,-0.1808969462186661,-2.9436775747686204,0.8591555332660871,-1.18174300683428,-3.0965035986871703,3.20091235546057,-2.45083242908802,0.316619878616412,-6.39717031528651,-2.12972836543767,-2.42737307534442,-4.44847225233098,-1.2122204498873501,0.0346554556282822,0.351484399563241,0.46919942584802,0.34493046419586504,-0.203799378001586,0.37664037848785603,0.7154854895143871,0.226002880910544,0.6285446163027572,0.319917987612491,0.76
140.0,1.17547797784407,0.16788128280795406,0.509908524918345,0.452332377841821,-0.215763033012374,-0.192103788679566,-0.105403719620125,0.0685168493023459,-0.249733437436787,0.0531427317518959,1.73792686089307,1.2533250713683202,0.41921481854509796,0.422533743260073,0.56052905321648,0.197461932874899,-0.40798459875852794,-0.520951033931573,-0.18832046658691293,-0.101553775177371,-0.17614700306289002,-0.5005661723725771,0.15126294909343302,0.0183469698916752,0.122002841950239,0.106306809485971,-0.0149368758024788,0.00577092652635563,1.29
282.0,0.0577799473883394,1.55035563102476,-1.9504078912797296,2.04147284682958,2.25842581160402,4.69201245680565,-2.30390721573361,-4.49213343553933,-2.0131129049969,0.10854387662838301,-0.44492787640759707,0.0792469166580135,-0.4188204605299871,1.64257503801011,0.9145572893189472,0.37915977876776896,-0.199043721195383,0.250599297100118,0.5913913966066461,1.4193433074435902,-2.47711057326212,0.803885761848928,0.284486744686328,0.9930488184504692,-0.0392524194887331,0.17340632673179998,0.18183989226523808,0.37808036788849303,27.0
125.0,0.853907974081155,-0.527163872834034,0.8238461746971459,1.2352237295246498,-0.6423699644779101,0.5285982071401989,-0.397823040866416,0.15676367052632698,0.7057930426522809,-0.270381429170077,-0.8229198425206571,0.5859108837398941,0.758072714996179,-0.33681636843267304,0.866424326657204,0.0885585003284557,-0.3365918033140711,-0.115178979228046,-0.65707618730982,0.21358248441760197,0.222965567704077,0.526011895186478,-0.27128643751402604,-0.384841523616924,0.466662062089448,-0.216339817952503,0.0586929715657156,0.0563631695531795,165.55
341.0,1.02166509245772,0.11057523002041,0.449479939310283,1.04142403576727,-0.213918613337462,-0.230678544777867,0.102705847458721,0.0384973063999086,-0.319166006461889,0.0760029193491246,1.80514752412473,1.25582093652733,0.17311523850155894,0.558926833704546,0.4438394626448479,-0.0325586106156631,-0.34803441612076497,-0.377364642762409,-0.443546588005814,-0.0330919798787552,-0.0436940690266784,-0.234765199377922,0.0328910884385539,0.198345135687493,0.330583923001474,-0.5593487046120761,0.0228278974225398,0.0253417889230049,62.63
249.0,-0.788406123131655,1.12517228396282,0.934213099563731,1.15581532464419,-0.0285177249827795,0.4894760309846721,0.0673771145849711,0.775357006125947,-0.5079765008008851,-0.12404657615066499,0.41585121144319603,0.21610433984731,-1.39998881100959,0.765481453025983,-0.356870971757514,-0.745510714641729,0.5018306108121741,0.119294748324572,1.1394791612958,-0.0227284509639263,0.026451189878702996,0.20426480365876504,-0.128794209883952,-0.31966301721361795,-0.0951041133764009,-0.21442271929338,0.29152851647615,0.120686188116755,13.28
257.0,-0.599318040806814,0.8875248200878829,1.57921401956658,-0.11372789560750696,0.304991227336505,-0.1828288950904889,0.503722002632727,0.241375357066826,-0.7225958593958559,-0.6273638244424079,1.4658969026303499,-0.0147629016461626,-1.2293678076927,0.10250430857176701,0.589320457624781,0.308128255696421,0.135025332664223,0.0912045802917257,-0.0392488006666413,-0.0880905631588682,-0.137630842070961,-0.524585959187624,-0.0577292844851758,-0.0589800641581246,-0.32034219955194604,0.0891800917730935,0.0589785327629627,0.0984484912751826,1.98
64.0,0.9596016585122299,0.370711304613933,0.888613370045565,2.34324410302247,0.352490841084755,1.3655146061913501,-0.27777073046274103,0.516053179747465,-0.700929045055026,0.4682162393672581,0.745611509947132,0.373531002993358,-0.22391828586666696,0.417438142069896,1.67840014345469,-0.515701600237187,0.662478668271888,-2.5142351135941,-2.5896875748614,-0.298404520795831,-0.15554716072911498,-0.403239315684771,0.35650403407484205,-0.6968814589154481,-0.19871797016250609,-0.22026791551514202,0.0685461961358583,0.0207973154161409,7.55
124.0,-0.614586106416274,0.975396461893104,1.6890269077788702,-0.17048342188848994,-0.152019577578755,-0.698487474413853,0.7265573027132008,-0.0675882349877693,-0.126744585243418,0.41288683180197,1.36428285958492,-0.09908037353628,-1.4734296952671695,0.34178548478484994,0.328454297422882,0.297846416620191,-0.605726232973183,0.20048473231772101,0.20976448549720605,0.21152610067491692,-0.261770174876005,-0.55021448984214,-0.00655987474031777,0.4753466989016061,-0.2688248110071389,0.0224187766618911,0.1991546160516,-0.0546991015212203,8.93
161154.0,-3.38760102859385,3.9778807413949706,-6.9785850651107895,1.6577658450885902,-1.10049973277578,-3.5994869732031503,-3.6866507104296202,1.9422522249213896,-3.06508926692316,-7.50955747436829,2.9896264065573104,-5.99363242425938,-0.164740077677312,-8.38844296921614,0.0421289980360236,-4.13750050093113,-6.1039030730781,-1.9729278028075001,0.43407253688700803,-0.0043005898337158295,1.043587159264,0.26218867442789,-0.479223920984096,-0.326638199739289,-0.15693859038788402,0.113806571374194,0.354124259953911,0.287592125204715,0.38
